Key,English
perkSorceryLightningFamiliarRank2Desc,"[36dc2a]DEBILITATING[-] Lightning Familiar\n• Lightning Familiar has evolved to [36dc2a]Novice[-] level:\n[36dc2a]DEBILITATE[-]: Attacks periodically [ae92d5]Debilitate[-] foes!\n• Craft [36dc2a]Novice[-] Lightning Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]25[-]"
perkSorceryLightningFamiliarRank3Desc,"[407fff]TWINS[-] Lightning Familiar\n• Lightning Familiar has evolved to [407fff]Adept[-] level:\n[407fff]TWIN[-]: You now [ae92d5]Summon Two[-] Lightning Familiars!\n• Craft [407fff]Adept[-] Lightning Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]30[-]"
perkSorceryLightningFamiliarRank4Desc,"[ba3fd0]ELECTROCUTING[-] Lightning Familiar\n• Lightning Familiar has evolved to [ba3fd0]Expert[-] level:\n[ba3fd0]ELECTROCUTE[-]: Attacks periodically [ae92d5]Electrocute[-] foes!\n• Craft [ba3fd0]Expert[-] Lightning Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]35[-]"
perkSorceryLightningFamiliarRank5Desc,"[e60000]STORM PACK[-] Lightning Familiar\n• Lightning Familiar is fully evolved to [e60000]Master[-] level:\n[407fff]PACK[-]: You now [ae92d5]Summon Three[-] Lightning Familiars!\n[e60000]STORM PACK[-]: Periodically casts [ae92d5]Lightning Skin[-] on nearby allies!\n• Craft [e60000]Master[-] Lightning Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]40[-]"

perkSorceryTrap1FireRank1Desc,"[2f9970]INITIATE[-] Fire Spell Turret\n• Learn the Fire Spell Turret to burn the flesh off your foes via portable trap companion.\n• Learn how to craft [e3bb70][U]Fire Spell Turret[/U][-] at a Sorcerer Desk\n• Fire Spell Turret Range increased to [ae92d5]10m[-]\n• Fire Spell Turret Speed increased by [ae92d5]+20%[-]\n• Fire Spell Ammo Capacity increased by [ae92d5]+20[-]"
perkSorceryTrap1FireRank2Desc,"[36dc2a]NOVICE[-] Fire Spell Turret\n• Fire Spell Turret is evolved to [36dc2a]Novice[-] destruction:\n• Learn to craft [36dc2a]Novice[-] Fire Spell Turret\n• Fire Spell Turret Range increased to [ae92d5]12m[-]\n• Fire Spell Turret Speed increased by [ae92d5]+40%[-]\n• Fire Spell Ammo Capacity increased by [ae92d5]+40[-]"
perkSorceryTrap1FireRank3Desc,"[407fff]ADEPT[-] Fire Spell Turret\n• Fire Spell Turret is evolved to [407fff]Adept[-] destruction:\n• Learn to craft [407fff]Adept[-] Fire Spell Turret\n• Fire Spell Turret Range increased to [ae92d5]14m[-]\n• Fire Spell Turret Speed increased by [ae92d5]+60%[-]\n• Fire Spell Ammo Capacity increased by [ae92d5]+60[-]"
perkSorceryTrap1FireRank4Desc,"[ba3fd0]EXPERT[-] Fire Spell Turret\n• Fire Spell Turret is evolved to [ba3fd0]Expert[-] destruction:\n• Learn to craft [ba3fd0]Expert[-] Fire Spell Turret\n• Fire Spell Turret Range increased to [ae92d5]16m[-]\n• Fire Spell Turret Speed increased by [ae92d5]+80%[-]\n• Fire Spell Ammo Capacity increased by [ae92d5]+80[-]"
perkSorceryTrap1FireRank5Desc,"[e60000]MASTER[-] Fire Spell Turret\n• Fire Spell Turret is fully evolved to [e60000]Master[-] destruction:\n• Learn to craft [e60000]Master[-] Fire Spell Turret\n• You can now have [ae92d5]2 Fire Spell Turrets[-] Active at once\n• Fire Spell Turret Range increased to [ae92d5]18m[-]\n• Fire Spell Turret Speed increased by [ae92d5]+100%[-]\n• Fire Spell Ammo Capacity increased by [ae92d5]+100[-]"
perkSorceryTrap2FireDesc,"Master the [ae92d5]Fire Trap[-] to [I]Burn, Incinerate and Explode[/I] trespassers. Unlike ordinary traps, the Fire Trap is empowered by Fire Sorcery and requires Spirit to sustain its extraordinary power."

perkSorceryTrap2FireRank1Desc,"[2f9970]BURNING[-] Fire Trap\n• Learn Fire Trap to [I]Burn, Incinerate and Explode[/I] trespassers.\n• Learn how to craft [e3bb70][U]Fire Trap[/U][-] at a [ae92d5]Sorcerer Desk[-]\n• Fire Trap's Burn renders foes [ae92d5]10% Slower[-]\n• Trap Damage scales with [ae92d5]10%[-] of your Fire Sorcery\n• Gain [ae92d5]+0.2 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.4 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2FireRank2Desc,"[36dc2a]INCINERATING[-] Fire Trap\n• Fire Trap is evolved to [36dc2a]Novice[-] destruction:\n• Learn to craft [36dc2a]Novice[-] Fire Trap\n• Trespassers are more likely to [ae92d5]Incinerate[-] on the trap\n• Trap Damage scales with [ae92d5]20%[-] of your Fire Sorcery\n• Gain [ae92d5]+0.4 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.8 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2FireRank3Desc,"[407fff]EXPLODING[-] Fire Trap\n• Fire Trap is evolved to [407fff]Adept[-] destruction:\n• Learn to craft [407fff]Adept[-] Fire Trap\n• Trespassers are more likely to [ae92d5]Explode[-] on the trap\n• Trap Damage scales with [ae92d5]30%[-] of your Fire Sorcery\n• Gain [ae92d5]+0.6 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+1.2 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2FireRank4Desc,"[ba3fd0]WILDFIRE[-] Fire Trap\n• Fire Trap is evolved to [ba3fd0]Expert[-] destruction:\n• Learn to craft [ba3fd0]Expert[-] Fire Trap\n• Double Burn and [ae92d5]20% Slow[-] foes on the trap\n• Trap Damage scales with [ae92d5]40%[-] of your Fire Sorcery\n• Gain [ae92d5]+0.8 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+1.6 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2FireRank5Desc,"[e60000]METEOR SHOWER[-] Fire Trap\n• Fire Trap is fully evolved to [e60000]Master[-] destruction:\n• Learn to craft [e60000]Master[-] Fire Trap\n• Fire Trap occasionally triggers a [ae92d5]Meteor Shower[-] on trapped foes\n• Trap Damage scales with [ae92d5]50%[-] of your Fire Sorcery\n• Gain [ae92d5]+1.0 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+2.0 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap3FireDesc,"Master the [ae92d5]Fire Ritual Trap[-] to invoke and call upon The Fire God itself. The trap is activated by standing within the circle and expending Spirit to fuel the Ritual."

perkSorceryTrap1IceRank1Desc,"[2f9970]INITIATE[-] Ice Spell Turret\n• Learn the Ice Spell Turret to shatter the lifeless husks of foes via portable trap companion.\n• Learn how to craft [e3bb70][U]Ice Spell Turret[/U][-] at a Sorcerer Desk\n• Active Spell Turret Range increased to [ae92d5]10m[-]\n• Ice Spell Turret Speed increased by [ae92d5]+20%[-]\n• Spell Ammo Capacity increased by [ae92d5]+20[-]"
perkSorceryTrap1IceRank2Desc,"[36dc2a]NOVICE[-] Ice Spell Turret\n• Ice Spell Turret is evolved to [36dc2a]Novice[-] destruction:\n• Learn to craft [36dc2a]Novice[-] Ice Spell Turret\n• Ice Spell Turret Range increased to [ae92d5]12m[-]\n• Ice Spell Turret Speed increased by [ae92d5]+40%[-]\n• Ice Spell Ammo Capacity increased by [ae92d5]+40[-]"
perkSorceryTrap1IceRank3Desc,"[407fff]ADEPT[-] Ice Spell Turret\n• Ice Spell Turret is evolved to [407fff]Adept[-] destruction:\n• Learn to craft [407fff]Adept[-] Ice Spell Turret\n• Ice Spell Turret Range increased to [ae92d5]14m[-]\n• Ice Spell Turret Speed increased by [ae92d5]+60%[-]\n• Ice Spell Ammo Capacity increased by [ae92d5]+60[-]"
perkSorceryTrap1IceRank4Desc,"[ba3fd0]EXPERT[-] Ice Spell Turret\n• Ice Spell Turret is evolved to [ba3fd0]Expert[-] destruction:\n• Learn to craft [ba3fd0]Expert[-] Ice Spell Turret\n• Ice Spell Turret Range increased to [ae92d5]16m[-]\n• Ice Spell Turret Speed increased by [ae92d5]+80%[-]\n• Ice Spell Ammo Capacity increased by [ae92d5]+80[-]"
perkSorceryTrap1IceRank5Desc,"[e60000]MASTER[-] Ice Spell Turret\n• Ice Spell Turret is fully evolved to [e60000]Master[-] destruction:\n• Learn to craft [e60000]Master[-] Ice Spell Turret\n• You can now have [ae92d5]2 Ice Spell Turrets[-] Active at once\n• Ice Spell Turret Range increased to [ae92d5]18m[-]\n• Ice Spell Turret Speed increased by [ae92d5]+100%[-]\n• Ice Spell Ammo Capacity increased by [ae92d5]+100[-]"
perkSorceryTrap2IceDesc,"Master the [ae92d5]Ice Trap[-] to [I]Chill, Freeze and Shatter[/I] trespassers. Unlike ordinary traps, the Ice Trap is empowered by Ice Sorcery and requires Ice Extract to sustain its extraordinary power."

perkSorceryTrap2IceRank1Desc,"[2f9970]CHILLING[-] Ice Trap\n• Learn Ice Trap to [I]Chill, Freeze and Shatter[/I] trespassers.\n• Learn how to craft [e3bb70][U]Ice Trap[/U][-] at a [ae92d5]Sorcerer Desk[-]\n• Ice Trap's Chill renders foes [ae92d5]10% Slower[-]\n• Trap Damage scales with [ae92d5]10%[-] of your Ice Sorcery\n• Gain [ae92d5]+0.2 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.4 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2IceRank2Desc,"[36dc2a]FREEZING[-] Ice Trap\n• Ice Trap is evolved to [36dc2a]Novice[-] destruction:\n• Learn to craft [36dc2a]Novice[-] Ice Trap\n• Trespassers are more likely to [ae92d5]Freeze[-] on the trap\n• Trap Damage scales with [ae92d5]20%[-] of your Ice Sorcery\n• Gain [ae92d5]+0.4 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.8 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2IceRank3Desc,"[407fff]SHATTERING[-] Ice Trap\n• Ice Trap is evolved to [407fff]Adept[-] destruction:\n• Learn to craft [407fff]Adept[-] Ice Trap\n• Frozen trespassers are more likely to [ae92d5]Shatter[-]\n• Trap Damage scales with [ae92d5]30%[-] of your Ice Sorcery\n• Gain [ae92d5]+0.6 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+1.2 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2IceRank4Desc,"[ba3fd0]ARCTIC[-] Ice Trap\n• Ice Trap is evolved to [ba3fd0]Expert[-] destruction:\n• Learn to craft [ba3fd0]Expert[-] Ice Trap\n• Ice Trap's Chill renders foes [ae92d5]20% Slower[-]\n• Trap Damage scales with [ae92d5]40%[-] of your Ice Sorcery\n• Gain [ae92d5]+0.8 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+1.6 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2IceRank5Desc,"[e60000]HAILING[-] Ice Trap\n• Ice Trap is fully evolved to [e60000]Master[-] destruction:\n• Learn to craft [e60000]Master[-] Ice Trap\n• Ice Trap occasionally triggers a [ae92d5]Hailstorm[-] on trapped foes\n• Trap Damage scales with [ae92d5]50%[-] of your Ice Sorcery\n• Gain [ae92d5]+1.0 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+2.0 XP[-] on ranged attacks against trapped foes"

perkSorceryTrap1LightningRank1Desc,"[2f9970]INITIATE[-] Lightning Spell Turret\n• Learn the Lightning Spell Turret to burn the flesh off your foes via portable trap companion.\n• Learn how to craft [e3bb70][U]Lightning Spell Turret[/U][-] at a Sorcerer Desk\n• Lightning Spell Turret Range increased to [ae92d5]10m[-]\n• Lightning Spell Turret Speed increased by [ae92d5]+20%[-]\n• Lightning Spell Ammo Capacity increased by [ae92d5]+20[-]"
perkSorceryTrap1LightningRank2Desc,"[36dc2a]NOVICE[-] Lightning Spell Turret\n• Lightning Spell Turret is evolved to [36dc2a]Novice[-] destruction:\n• Learn to craft [36dc2a]Novice[-] Lightning Spell Turret\n• Lightning Spell Turret Range increased to [ae92d5]12m[-]\n• Lightning Spell Turret Speed increased by [ae92d5]+40%[-]\n• Lightning Spell Ammo Capacity increased by [ae92d5]+40[-]"
perkSorceryTrap1LightningRank3Desc,"[407fff]ADEPT[-] Lightning Spell Turret\n• Lightning Spell Turret is evolved to [407fff]Adept[-] destruction:\n• Learn to craft [407fff]Adept[-] Lightning Spell Turret\n• Lightning Spell Turret Range increased to [ae92d5]14m[-]\n• Lightning Spell Turret Speed increased by [ae92d5]+60%[-]\n• Lightning Spell Ammo Capacity increased by [ae92d5]+60[-]"
perkSorceryTrap1LightningRank4Desc,"[ba3fd0]EXPERT[-] Lightning Spell Turret\n• Lightning Spell Turret is evolved to [ba3fd0]Expert[-] destruction:\n• Learn to craft [ba3fd0]Expert[-] Lightning Spell Turret\n• Lightning Spell Turret Range increased to [ae92d5]16m[-]\n• Lightning Spell Turret Speed increased by [ae92d5]+80%[-]\n• Lightning Spell Ammo Capacity increased by [ae92d5]+80[-]"
perkSorceryTrap1LightningRank5Desc,"[e60000]MASTER[-] Lightning Spell Turret\n• Lightning Spell Turret is fully evolved to [e60000]Master[-] destruction:\n• Learn to craft [e60000]Master[-] Lightning Spell Turret\n• You can now have [ae92d5]2 Lightning Spell Turrets[-] Active at once\n• Lightning Spell Turret Range increased to [ae92d5]18m[-]\n• Lightning Spell Turret Speed increased by [ae92d5]+100%[-]\n• Lightning Spell Ammo Capacity increased by [ae92d5]+100[-]"
perkSorceryTrap2LightningDesc,"Master the [ae92d5]Lightning Trap[-] to [I]Shock, Debilitate and Electrocute[/I] trespassers. Unlike ordinary traps, the Lightning Trap is empowered by Lightning Sorcery and requires Spirit to sustain its extraordinary power."

perkSorceryTrap2LightningRank1Desc,"[2f9970]SHOCKING[-] Lightning Trap\n• Learn Lightning Trap to [I]Shock, Debilitate and Electrocute[/I] trespassers.\n• Learn how to craft [e3bb70][U]Lightning Trap[/U][-] at a [ae92d5]Sorcerer Desk[-]\n• Lightning Trap always [ae92d5]Shocks[-] foes standing on it\n• Trap Damage scales with [ae92d5]10%[-] of your Lightning Sorcery\n• Gain [ae92d5]+0.2 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.4 XP[-] on ranged attacks against trapped foes\n• Learn Lightning Trap to [I]Shock, Debilitate and Electrocute[/I] trespassers.\n• Learn how to craft [e3bb70][U]Lightning Trap[/U][-] at a [ae92d5]Sorcerer Desk[-]\n• Lightning Trap always [ae92d5]Shocks[-] foes standing on it\n• Trap Damage scales with [ae92d5]10%[-] of your Lightning Sorcery\n• Gain [ae92d5]+0.2 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.4 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2LightningRank2Desc,"[36dc2a]DEBILITATING[-] Lightning Trap\n• Lightning Trap is evolved to [36dc2a]Novice[-] destruction:\n• Trespassers are more likely to [ae92d5]Debilitate[-] on the trap\n• Trap Damage scales with [ae92d5]20%[-] of your Lightning Sorcery\n• Gain [ae92d5]+0.4 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+0.8 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2LightningRank3Desc,"[407fff]ELECTROCUTING[-] Lightning Trap\n• Lightning Trap is evolved to [407fff]Adept[-] destruction:\n• Trespassers are more likely to [ae92d5]Electrocute[-] on the trap\n• Trap Damage scales with [ae92d5]30%[-] of your Lightning Sorcery\n• Gain [ae92d5]+0.6 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+1.2 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2LightningRank4Desc,"[ba3fd0]CHAINING[-] Lightning Trap\n• Lightning Trap is evolved to [ba3fd0]Expert[-] destruction:\n• Chance to [ae92d5]Chain Shock[-] nearby foes\n• Trap Damage scales with [ae92d5]40%[-] of your Lightning Sorcery\n• Gain [ae92d5]+0.8 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+1.6 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap2LightningRank5Desc,"[e60000]SUPERCHARGED[-] Lightning Trap\n• Lightning Trap is fully evolved to [e60000]Master[-] destruction:\n• Debilitated foes [ae92d5]Electrify Nearby[-] Shocking and Debilitating them\n• Trap Damage scales with [ae92d5]50%[-] of your Lightning Sorcery\n• Gain [ae92d5]+1.0 XP[-] on melee attacks against trapped foes\n• Gain [ae92d5]+2.0 XP[-] on ranged attacks against trapped foes"
perkSorceryTrap3LightningDesc,"Master the [ae92d5]Lightning Ritual Trap[-] to invoke and call upon The Lightning God itself. The trap is activated by standing within the circle and expending Spirit to fuel the Ritual."
